Entity Name,Branch Region,Branch,Division,Due Date,Top Level Customer ID,Top Level Customer Name,Customer ID,Customer,Billing Group ID,Billing Group,Invoice ID,Invoice #,Issue Date,Total,Outstanding,Delivery,Status,FY
Connect Resources (NSW) Pty Ltd,,,,22.6.2023,69,Georgiou,69,Georgiou,,,22058,INV0808,2023-06-08,3675.77,3675.77,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,8.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22045,INV0795,2023-06-08,6582.22,6582.22,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,30.7.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22221,INV0832,2023-06-15,2144.18,2144.18,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,30.7.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22220,INV0831,2023-06-15,2680.23,2680.23,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22219,INV0830,2023-06-15,4636.46,4636.46,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22218,INV0829,2023-06-15,3709.17,3709.17,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.6.2023,69,Georgiou,69,Georgiou,,,22217,INV0828,2023-06-15,3365.07,3365.07,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.6.2023,69,Georgiou,69,Georgiou,,,22216,INV0827,2023-06-15,3278.08,3278.08,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.6.2023,69,Georgiou,69,Georgiou,,,22215,INV0826,2023-06-15,3444.17,3444.17,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.6.2023,69,Georgiou,69,Georgiou,,,22213,INV0824,2023-06-15,2558.51,2558.51,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.6.2023,69,Georgiou,69,Georgiou,,,22212,INV0823,2023-06-15,3602.34,3602.34,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.6.2023,69,Georgiou,69,Georgiou,,,22211,INV0822,2023-06-15,2397.46,2397.46,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22209,INV0820,2023-06-15,7121.62,7121.62,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22208,INV0819,2023-06-15,3212.91,3212.91,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22207,INV0818,2023-06-15,6853.9,6853.9,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.6.2023,69,Georgiou,69,Georgiou,,,22214,INV0825,2023-06-15,3420.01,3420.01,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,69,Georgiou,69,Georgiou,,,22434,INV0845,2023-06-23,3281.01,3281.01,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22441,INV0852,2023-06-23,2495.05,2495.05,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22440,INV0851,2023-06-23,901.45,901.45,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22439,INV0850,2023-06-23,3116.62,3116.62,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22438,INV0849,2023-06-23,4587.68,4587.68,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22436,INV0847,2023-06-23,3502.54,3502.54,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,69,Georgiou,69,Georgiou,,,22435,INV0846,2023-06-23,2823.11,2823.11,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,69,Georgiou,69,Georgiou,,,22433,INV0844,2023-06-23,3140.85,3140.85,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22437,INV0848,2023-06-23,3116.62,3116.62,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,69,Georgiou,69,Georgiou,,,22431,INV0842,2023-06-23,2663.03,2663.03,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,23.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22424,INV0835,2023-06-23,2453.94,2453.94,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,23.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22425,INV0836,2023-06-23,6704.36,6704.36,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22427,INV0838,2023-06-23,383.77,383.77,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,23.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22422,INV0833,2023-06-23,6293.93,6293.93,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22428,INV0839,2023-06-23,383.77,383.77,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,69,Georgiou,69,Georgiou,,,22429,INV0840,2023-06-23,2161.4,2161.4,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,69,Georgiou,69,Georgiou,,,22430,INV0841,2023-06-23,1821.2,1821.2,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,7.7.2023,69,Georgiou,69,Georgiou,,,22432,INV0843,2023-06-23,2489.89,2489.89,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22456,INV0867,2023-06-29,4015.65,4015.65,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22463,INV0874,2023-06-29,2594.8,2594.8,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22462,INV0873,2023-06-29,3895.78,3895.78,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22461,INV0872,2023-06-29,3895.78,3895.78,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22460,INV0871,2023-06-29,4378.18,4378.18,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22459,INV0870,2023-06-29,5261.26,5261.26,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22458,INV0869,2023-06-29,4015.65,4015.65,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22457,INV0868,2023-06-29,4015.65,4015.65,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22464,INV0875,2023-06-29,3191.4,3191.4,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.8.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22455,INV0866,2023-06-29,899.03,899.03,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,69,Georgiou,69,Georgiou,,,22453,INV0864,2023-06-29,1251.12,1251.12,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,69,Georgiou,69,Georgiou,,,22452,INV0863,2023-06-29,3412.52,3412.52,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,69,Georgiou,69,Georgiou,,,22451,INV0862,2023-06-29,3337.93,3337.93,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,69,Georgiou,69,Georgiou,,,22450,INV0861,2023-06-29,3602.34,3602.34,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22449,INV0860,2023-06-29,2297.44,2297.44,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22448,INV0859,2023-06-29,411.18,411.18,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22446,INV0857,2023-06-29,7952.05,7952.05,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22445,INV0856,2023-06-29,3700.92,3700.92,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,29.7.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22444,INV0855,2023-06-29,6506.74,6506.74,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,13.7.2023,69,Georgiou,69,Georgiou,,,22454,INV0865,2023-06-29,3272.36,3272.36,Email/PDF,Sent,22/23
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22588,INV0891,2023-07-07,2239.04,2239.04,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22589,INV0892,2023-07-07,3895.78,3895.78,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22590,INV0893,2023-07-07,2239.04,2239.04,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22591,INV0894,2023-07-07,2284.18,2284.18,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22595,INV0898,2023-07-07,3546.68,3546.68,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22593,INV0896,2023-07-07,3824.76,3824.76,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22594,INV0897,2023-07-07,3546.68,3546.68,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,21.7.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22596,INV0899,2023-07-07,2364.05,2364.05,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22587,INV0890,2023-07-07,3895.78,3895.78,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22592,INV0895,2023-07-07,3895.78,3895.78,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22586,INV0889,2023-07-07,5039.74,5039.74,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,6.8.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22575,INV0878,2023-07-07,2873.11,2873.11,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22584,INV0887,2023-07-07,2513.86,2513.86,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,6.8.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22573,INV0876,2023-07-07,3336.39,3336.39,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,6.8.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22576,INV0879,2023-07-07,7146.12,7146.12,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,21.7.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22577,INV0880,2023-07-07,2275.92,2275.92,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,21.7.2023,69,Georgiou,69,Georgiou,,,22578,INV0881,2023-07-07,3602.34,3602.34,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22585,INV0888,2023-07-07,3791.89,3791.89,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,21.7.2023,69,Georgiou,69,Georgiou,,,22580,INV0883,2023-07-07,1525.03,1525.03,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,21.7.2023,69,Georgiou,69,Georgiou,,,22581,INV0884,2023-07-07,3365.07,3365.07,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22582,INV0885,2023-07-07,2513.86,2513.86,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22583,INV0886,2023-07-07,2513.86,2513.86,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,21.7.2023,69,Georgiou,69,Georgiou,,,22579,INV0882,2023-07-07,3264.49,3264.49,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22804,INV0917,2023-07-14,3594.77,3594.77,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22805,INV0918,2023-07-14,4189.13,4189.13,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22806,INV0919,2023-07-14,5039.74,5039.74,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22807,INV0920,2023-07-14,1845.02,1845.02,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22808,INV0921,2023-07-14,3594.77,3594.77,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22811,INV0924,2023-07-14,3445.82,3445.82,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22810,INV0923,2023-07-14,3669.36,3669.36,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22812,INV0925,2023-07-14,2660.01,2660.01,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22813,INV0926,2023-07-14,3594.77,3594.77,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22803,INV0916,2023-07-14,2660.01,2660.01,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,30.8.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22815,INV0928,2023-07-14,1126.51,1126.51,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22809,INV0922,2023-07-14,2666.66,2666.66,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,30.8.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22814,INV0927,2023-07-14,1510.86,1510.86,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22802,INV0915,2023-07-14,2660.01,2660.01,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22800,INV0913,2023-07-14,2660.01,2660.01,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22801,INV0914,2023-07-14,2660.01,2660.01,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,13.8.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22787,INV0900,2023-07-14,11593.29,11593.29,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,13.8.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22788,INV0901,2023-07-14,3777.71,3777.71,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,13.8.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22789,INV0902,2023-07-14,2663.99,2663.99,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,30.8.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22793,INV0906,2023-07-14,3356.97,3356.97,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,30.8.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22792,INV0905,2023-07-14,997.52,997.52,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,28.7.2023,69,Georgiou,69,Georgiou,,,22795,INV0908,2023-07-14,421.85,421.85,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,28.7.2023,69,Georgiou,69,Georgiou,,,22796,INV0909,2023-07-14,3602.34,3602.34,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,28.7.2023,69,Georgiou,69,Georgiou,,,22797,INV0910,2023-07-14,2739.28,2739.28,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,28.7.2023,69,Georgiou,69,Georgiou,,,22798,INV0911,2023-07-14,3162.91,3162.91,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22799,INV0912,2023-07-14,875.63,875.63,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,30.8.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22794,INV0907,2023-07-14,1649.18,1649.18,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22838,INV0948,2023-07-20,3012.72,3012.72,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22835,INV0945,2023-07-20,3012.72,3012.72,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22836,INV0946,2023-07-20,4681.59,4681.59,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22837,INV0947,2023-07-20,5261.26,5261.26,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22839,INV0949,2023-07-20,3123.27,3123.27,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22834,INV0944,2023-07-20,2908.85,2908.85,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22841,INV0951,2023-07-20,3791.89,3791.89,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,31.8.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22844,INV0954,2023-07-20,2727.36,2727.36,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22842,INV0952,2023-07-20,4681.59,4681.59,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,31.8.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22843,INV0953,2023-07-20,2727.36,2727.36,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22840,INV0950,2023-07-20,3791.89,3791.89,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22833,INV0943,2023-07-20,2908.85,2908.85,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,31.8.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22823,INV0933,2023-07-20,2595.05,2595.05,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22831,INV0941,2023-07-20,3012.72,3012.72,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,19.8.2023,98,Delivering for Customers (D4C),98,Delivering for Customers (D4C),,,22821,INV0931,2023-07-20,14147.05,14147.05,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,31.8.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22822,INV0932,2023-07-20,226.29,226.29,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,31.8.2023,119,Fulton Hogan Industries Pty Ltd,119,Fulton Hogan Industries Pty Ltd,,,22824,INV0934,2023-07-20,2834.59,2834.59,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,3.8.2023,69,Georgiou,69,Georgiou,,,22825,INV0935,2023-07-20,3602.34,3602.34,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22832,INV0942,2023-07-20,3895.78,3895.78,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,3.8.2023,69,Georgiou,69,Georgiou,,,22827,INV0937,2023-07-20,571.57,571.57,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,3.8.2023,69,Georgiou,69,Georgiou,,,22828,INV0938,2023-07-20,2019.04,2019.04,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,3.8.2023,69,Georgiou,69,Georgiou,,,22829,INV0939,2023-07-20,1934.99,1934.99,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22830,INV0940,2023-07-20,3502.54,3502.54,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,3.8.2023,69,Georgiou,69,Georgiou,,,22826,INV0936,2023-07-20,3436.41,3436.41,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22967,INV0972,2023-07-27,3895.78,3895.78,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22968,INV0973,2023-07-27,3502.54,3502.54,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22969,INV0974,2023-07-27,3116.62,3116.62,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22970,INV0975,2023-07-27,2337.47,2337.47,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22971,INV0976,2023-07-27,3698.65,3698.65,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22973,INV0978,2023-07-27,3895.78,3895.78,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,15.9.2023,114,Martinus Rail Pty Ltd,114,Martinus Rail Pty Ltd,,,22966,INV0971,2023-07-27,2919.49,2919.49,Email/PDF,Sent,23/24
Connect Resources (NSW) Pty Ltd,,,,31.8.2023,117,WESTERN EARTHMOVING PTY LTD,117,WESTERN EARTHMOVING PTY LTD,,,22974,INV0979,2023-07-27,833.09,833.09,Email/PDF,Sent,23/24
